485.069	0.262
485.706	0.263
486.343	0.262
486.981	0.261
487.618	0.260
488.255	0.260
488.892	0.261
489.529	0.262
490.166	0.262
490.803	0.263
491.440	0.264
492.077	0.263
492.714	0.264
493.351	0.264
493.988	0.264
494.626	0.263
495.263	0.263
495.900	0.263
496.537	0.263
497.174	0.263
497.811	0.264
498.448	0.263
499.085	0.262
499.722	0.261
500.359	0.261
500.996	0.260
501.633	0.261
502.271	0.262
502.908	0.262
503.545	0.262
504.182	0.262
504.819	0.262
505.456	0.262
506.093	0.263
506.730	0.264
507.367	0.265
508.004	0.266
508.641	0.268
509.278	0.269
509.916	0.270
510.553	0.270
511.190	0.270
511.827	0.270
512.464	0.269
513.101	0.269
513.738	0.270
514.375	0.269
515.012	0.268
515.649	0.268
516.286	0.269
516.924	0.268
517.561	0.268
518.198	0.269
518.835	0.269
519.472	0.269
520.109	0.269
520.746	0.269
521.383	0.268
522.020	0.268
522.657	0.268
523.294	0.269
523.931	0.269
524.569	0.268
525.206	0.269
525.843	0.269
526.480	0.269
527.117	0.269
527.754	0.270
528.391	0.270
529.028	0.269
529.665	0.269
530.302	0.270
530.939	0.269
531.576	0.270
532.214	0.269
532.851	0.268
533.488	0.268
534.125	0.268
534.762	0.268
535.399	0.269
536.036	0.269
536.673	0.269
537.310	0.270
537.947	0.269
538.584	0.270
539.221	0.270
539.859	0.268
540.496	0.268
541.133	0.263
541.770	0.248
542.407	0.218
543.044	0.196
543.681	0.201
544.318	0.235
544.955	0.303
545.592	0.399
546.229	0.508
546.866	0.620
547.504	0.727
548.141	0.823
548.778	0.901
549.415	0.958
550.052	0.992
550.689	1.000
551.326	0.981
551.963	0.933
552.600	0.859
553.237	0.757
553.874	0.635
554.511	0.510
555.149	0.413
555.786	0.344
556.423	0.301
557.060	0.281
557.697	0.274
558.334	0.271
558.971	0.271
559.608	0.271
560.245	0.273
560.882	0.273
561.519	0.274
562.156	0.275
562.794	0.273
563.431	0.271
564.068	0.270
564.705	0.268
565.342	0.268
565.979	0.268
566.616	0.268
567.253	0.269
567.890	0.268
568.527	0.269
569.164	0.270
569.801	0.270
570.439	0.270
571.076	0.270
571.713	0.270
572.350	0.270
572.987	0.271
573.624	0.271
574.261	0.270
574.898	0.270
575.535	0.270
576.172	0.270
576.809	0.268
577.446	0.269
578.084	0.269
578.721	0.268
579.358	0.268
579.995	0.268
580.632	0.267
581.269	0.268
581.906	0.268
582.543	0.268
583.180	0.269
583.817	0.270
584.454	0.271
585.092	0.271
585.729	0.272
586.366	0.272
587.003	0.272
587.640	0.271
588.277	0.271
588.914	0.270
589.551	0.269
590.188	0.268
590.825	0.268
591.462	0.267
592.099	0.266
592.737	0.265
593.374	0.266
594.011	0.266
594.648	0.265
595.285	0.266
595.922	0.266
596.559	0.265
597.196	0.266
597.833	0.267
598.470	0.268
599.107	0.269
599.744	0.268
600.382	0.268
601.019	0.268
601.656	0.268
602.293	0.268
602.930	0.268
603.567	0.268
604.204	0.268
604.841	0.267
605.478	0.267
606.115	0.266
606.752	0.265
607.389	0.264
608.027	0.263
608.664	0.264
609.301	0.265
609.938	0.266
610.575	0.266
611.212	0.265
611.849	0.265
612.486	0.266
613.123	0.267
613.760	0.268
614.397	0.268
615.034	0.268
615.672	0.268
616.309	0.267
616.946	0.267
617.583	0.267
618.220	0.267
618.857	0.266
619.494	0.266
620.131	0.266
620.768	0.267
621.405	0.267
622.042	0.267
622.679	0.267
623.317	0.267
623.954	0.268
624.591	0.269
625.228	0.270
625.865	0.269
626.502	0.270
627.139	0.269
627.776	0.268
628.413	0.268
629.050	0.268
629.687	0.267
630.324	0.266
630.962	0.266
631.599	0.265
632.236	0.265
632.873	0.264
633.510	0.264
634.147	0.266
634.784	0.266
635.421	0.267
636.058	0.268
636.695	0.267
637.332	0.267
637.969	0.267
638.607	0.268
639.244	0.268
639.881	0.267
640.518	0.268
641.155	0.266
641.792	0.266
642.429	0.266
643.066	0.266
643.703	0.266
644.340	0.267
644.977	0.267
645.615	0.268
646.252	0.269
646.889	0.269
647.526	0.269
648.163	0.270
648.800	0.269
649.437	0.270
650.074	0.270
650.711	0.271
651.348	0.272
651.985	0.272
652.622	0.272
653.260	0.272
653.897	0.272
654.534	0.273
655.171	0.274
655.808	0.274
656.445	0.274
657.082	0.274
657.719	0.273
658.356	0.273
658.993	0.272
659.630	0.271
660.267	0.270
660.905	0.269
661.542	0.268
662.179	0.267
662.816	0.266
663.453	0.265
664.090	0.265
664.727	0.264
665.364	0.264
666.001	0.264
666.638	0.265
667.275	0.266
667.912	0.267
668.550	0.268
669.187	0.269
669.824	0.270
670.461	0.271
671.098	0.271
671.735	0.270
672.372	0.269
673.009	0.268
673.646	0.267
674.283	0.265
674.920	0.265
675.557	0.264
676.195	0.264
676.832	0.263
677.469	0.264
678.106	0.264
678.743	0.264
679.380	0.263
680.017	0.263
680.654	0.263
681.291	0.265
681.928	0.265
682.565	0.265
683.202	0.265
683.840	0.265
684.477	0.266
685.114	0.267
685.751	0.267
686.388	0.267
687.025	0.268
687.662	0.268
688.299	0.268
688.936	0.267
689.573	0.267
690.210	0.267
690.847	0.265
691.485	0.264
692.122	0.266
692.759	0.266
693.396	0.266
694.033	0.266
694.670	0.265
695.307	0.265
695.944	0.265
696.581	0.265
697.218	0.266
697.855	0.265
698.492	0.264
699.130	0.263
699.767	0.263
700.404	0.261
701.041	0.261
701.678	0.261
702.315	0.260
702.952	0.260
703.589	0.260
704.226	0.261
704.863	0.261
705.500	0.261
706.137	0.262
706.775	0.262
707.412	0.262
708.049	0.263
708.686	0.263
709.323	0.264
709.960	0.264
